source_file,row_idx,dt_time,target_id,anomaly_family,anomaly_type,change_summary
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2046,170300Z,N593RA,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2639,215930Z,EJA472,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2363,194130Z,PDT6052,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,192,013600Z,N8272V,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,38,001900Z,N7764G,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1369,112430Z,DAL3018,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2255,184730Z,None,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,823,065130Z,LBQ825,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,134,010700Z,N313SJ,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1457,120830Z,PDT5958,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1898,154900Z,N944J,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1812,150600Z,GJS4537,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2644,220200Z,EJA528,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1118,091900Z,UPS1270,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,104,005200Z,N8272V,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2104,173200Z,GJS4508,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,54,002700Z,PDT6002,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2500,205000Z,N2562M,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,513,041630Z,FDX1040,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2486,204300Z,N8342H,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1766,144300Z,JIA5518,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1846,152300Z,None,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2586,213300Z,DAL2539,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2089,172430Z,None,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1725,142230Z,DAL3173,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2055,170730Z,N234TC,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2244,184200Z,N558FL,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2453,202630Z,N47ME,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2049,170430Z,None,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2294,190700Z,N2872Q,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2195,181730Z,DAL3060,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2344,193200Z,None,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2183,181130Z,N9363V,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,2095,172730Z,N129BM,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2238,183900Z,N7321G,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1117,091830Z,UPS1270,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2533,210630Z,RPA4574,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,336,024800Z,ENY3648,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2420,201000Z,EJA433,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1789,145430Z,N79PC,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,233,015630Z,ENY3648,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1942,161100Z,RPA4419,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1462,121100Z,DAL3004,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2138,174900Z,None,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2507,205330Z,N2562M,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1881,154030Z,SKW4722,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,2349,193430Z,N7764G,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,113,005630Z,N8272V,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1675,135730Z,N4497H,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1852,152600Z,NGF2597,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,584,045200Z,N586WH,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2252,184600Z,N8272V,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1751,143530Z,FDX605,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1595,131730Z,N8272V,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2599,213930Z,AAL2242,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2844,234200Z,DCM4224,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,2047,170330Z,N738BG,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1513,123630Z,HON50,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,1778,144900Z,N17MM,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2382,195100Z,N9092J,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,938,074900Z,N524WF,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,308,023400Z,CSB421,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1932,160600Z,N9092J,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1968,162400Z,N289ND,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2673,221630Z,PDT5902,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1393,113630Z,N26CG,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,60,003000Z,N313SJ,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1827,151330Z,EJA685,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,215,014730Z,N8272V,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2750,225500Z,UCA4865,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,156,011800Z,GJS4462,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,157,011830Z,ENY4091,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1557,125830Z,N41858,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2237,183830Z,None,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,76,003800Z,GJS4561,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1851,152530Z,N195JG,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,99,004930Z,GJS4578,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2548,211400Z,CAP3227,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1764,144200Z,JIA5518,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2425,201230Z,N520JA,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2482,204100Z,None,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1942,161100Z,N867CB,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2208,182400Z,N859WE,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1676,135800Z,EJA822,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,201,014030Z,LBQ782,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2288,190400Z,N8272V,Airborne Anomalies,Altitude deviation – aircraft not following assigned altitude,Altitude deviation – aircraft not following assigned altitude
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2586,213300Z,SKW4776,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2252,184600Z,N9230S,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1530,124500Z,LXJ398,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1523,124130Z,ENY3413,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,312,023600Z,JBU791,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,2613,214630Z,DAL1398,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1371,112530Z,N333RL,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,470,035500Z,SWA8510,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2035,165730Z,N2A,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1334,110700Z,ENY3413,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,414,032700Z,DAL3005,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,839,065930Z,CMP403,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2205,182230Z,UAL1966,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1615,132730Z,XFL297,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,516,041800Z,FDX1040,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1758,143900Z,FFT1473,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2219,182930Z,DAL3060,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,59,002930Z,UAL496,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,37,001830Z,UAL2263,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2152,175600Z,N81HC,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1597,131830Z,DAL849,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,623,051130Z,RPA5773,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1948,161400Z,N7764G,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,252,020600Z,DAL1714,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,331,024530Z,N7764G,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,288,022400Z,DAL1011,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,540,043000Z,JIA5060,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,1731,142530Z,PDT5960,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2306,191300Z,DAL1409,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_01-01-2026.csv,1529,124430Z,LXJ398,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2533,210630Z,SKW3839,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1448,120400Z,CSB821,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,180,013000Z,N8272V,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2718,223900Z,RPA4574,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,261,021030Z,AAL3161,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,45,002230Z,AAL544,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,1400,114000Z,JBU891,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,2111,173530Z,EJA538,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,142,011100Z,PDT6058,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1297,104830Z,TAI581,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2269,185430Z,N13106,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_11-01-2025.csv,464,035200Z,FFT2552,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,113,005630Z,PDT5788,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,2028,165400Z,N41858,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,686,054300Z,FDX1042,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_09-01-2025.xlsx,647,052330Z,CSB821,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_08-01-2025.xlsx,1054,084700Z,FDX1079,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2264,185200Z,UAL1618,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_10-01-2025.csv,115,005730Z,JIA5111,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,2116,173800Z,AAY897,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_03-01-2026.xlsx,1405,114230Z,JIA5107,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
DT snapshot_24hr_withOUT Trascription_with_Operation_02-01-2026.xlsx,768,062400Z,AVA205,ADS-B Integrity / Surveillance,ADS-B STALE / jumpy positions,ADS-B STALE / jumpy positions
